policy_id,location_id,year,region,occupancy,exposure_years,insured_value,policy_limit,deductible,bi_waiting_period_days,current_premium,pm25,ozone,turbidity,water_quality_index,temperature_c,annual_rainfall_mm,drought_indicator,air_stress_flag,water_stress_flag,air_trigger_flag,water_trigger_flag,compound_trigger_flag,insured_trigger_type,bi_waiting_period_met_flag,air_filtration,water_treatment,business_continuity_plan,air_filtration_upgrade_cost,water_treatment_upgrade_cost,bcp_upgrade_cost,claim_count,aggregate_ground_up_loss,aggregate_covered_loss,aggregate_paid_loss
POL116-2025,LOC116,2025,Coastview,Food Processing,0.949,10110000,5060000,25000,2,28200,25.9,61.1,3.22,62.6,28.3,1793.9,0.177,0,0,0,0,0,None,0,0,0,1,77000,90000,0,0,0.0,0.0,0.0
POL116-2026,LOC116,2026,Coastview,Food Processing,0.704,10560000,3700000,25000,2,21900,27.5,61.6,4.93,61.1,29.6,1662.5,0.16,0,0,0,0,0,None,0,0,0,1,77000,90000,0,0,0.0,0.0,0.0
POL117-2024,LOC117,2024,Central Metro,Hospital,0.724,39750000,13910000,100000,3,106500,33.9,67.5,2.7,79.9,28.2,799.5,0.458,0,0,0,0,0,None,0,0,0,0,133000,160000,71000,0,0.0,0.0,0.0
POL117-2025,LOC117,2025,Central Metro,Hospital,0.784,40430000,10110000,50000,3,111700,46.7,76.3,3.57,59.3,27.0,860.9,0.199,1,1,0,0,0,None,0,0,0,0,133000,160000,71000,0,0.0,0.0,0.0
POL117-2026,LOC117,2026,Central Metro,Hospital,0.831,43220000,15130000,100000,1,129300,49.6,66.1,3.72,65.2,32.0,734.0,0.363,1,0,1,0,0,Air,0,0,0,0,133000,160000,71000,2,800119.8,800119.8,600119.8
POL118-2024,LOC118,2024,Coastview,Manufacturing,0.899,16430000,8220000,60000,2,43700,27.5,46.1,3.17,63.1,29.4,1726.8,0.02,0,0,0,0,0,None,0,0,0,1,92000,111000,0,0,0.0,0.0,0.0
POL118-2025,LOC118,2025,Coastview,Manufacturing,0.802,16840000,4210000,60000,2,38400,27.4,44.3,5.77,82.9,27.3,1588.4,0.204,0,1,0,1,0,Water,0,0,0,1,92000,111000,0,1,216812.91,216812.91,156812.91
POL118-2026,LOC118,2026,Coastview,Manufacturing,1.0,18030000,9020000,60000,1,49100,23.5,51.5,6.38,58.9,27.9,1607.4,0.284,0,1,0,0,0,None,0,0,0,1,92000,111000,0,0,0.0,0.0,0.0
POL119-2024,LOC119,2024,Coastview,Manufacturing,0.876,39910000,13970000,80000,2,100900,22.8,41.5,4.91,63.4,30.3,1520.4,0.094,0,0,0,0,0,None,0,0,0,1,123000,162000,0,0,0.0,0.0,0.0
POL119-2025,LOC119,2025,Coastview,Manufacturing,0.915,41660000,20830000,60000,2,100700,25.2,49.0,5.51,50.1,27.0,1568.5,0.133,0,1,0,0,0,None,0,0,0,1,123000,162000,0,0,0.0,0.0,0.0
POL119-2026,LOC119,2026,Coastview,Manufacturing,0.781,41400000,10350000,40000,2,91000,26.2,67.4,4.11,61.6,28.4,1477.9,0.11,0,0,0,0,0,None,0,0,0,1,123000,162000,0,0,0.0,0.0,0.0
POL120-2024,LOC120,2024,Northgate,Manufacturing,0.818,10280000,3600000,80000,1,21500,35.6,63.2,2.27,70.9,22.4,981.1,0.154,1,0,0,0,0,None,0,1,0,0,0,91000,48000,0,0.0,0.0,0.0
POL120-2025,LOC120,2025,Northgate,Manufacturing,0.782,10600000,3710000,40000,3,23000,37.2,56.2,2.44,70.6,26.1,1081.7,0.407,1,0,0,0,0,None,0,1,0,0,0,91000,48000,0,0.0,0.0,0.0
POL120-2026,LOC120,2026,Northgate,Manufacturing,0.847,11340000,5670000,60000,1,25500,36.3,55.9,1.01,67.6,23.4,835.3,0.152,1,0,0,0,0,None,0,1,0,0,0,91000,48000,0,0.0,0.0,0.0
POL121-2024,LOC121,2024,Drylands,Manufacturing,0.911,16690000,4170000,60000,2,41000,45.2,74.3,3.25,62.7,33.3,240.0,0.682,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL121-2025,LOC121,2025,Drylands,Manufacturing,0.985,16790000,5880000,40000,1,41600,50.5,56.2,6.34,58.8,33.5,435.6,0.71,1,1,1,0,0,Air,1,1,1,1,0,0,0,0,0.0,0.0,0.0
POL121-2026,LOC121,2026,Drylands,Manufacturing,0.884,16860000,5900000,40000,3,41100,39.1,76.0,6.28,53.0,33.7,600.7,0.745,1,1,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL122-2024,LOC122,2024,Northgate,Hospital,0.89,27560000,9650000,50000,1,68900,33.2,66.1,1.29,68.3,21.3,879.3,0.316,0,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL122-2025,LOC122,2025,Northgate,Hospital,0.81,28130000,14060000,75000,3,62000,37.8,59.3,2.34,70.5,25.2,1084.4,0.187,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL122-2026,LOC122,2026,Northgate,Hospital,0.798,28630000,10020000,50000,2,63300,35.1,62.6,2.46,70.9,23.4,822.5,0.266,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL123-2024,LOC123,2024,Drylands,Food Processing,0.727,14590000,5110000,60000,2,34800,42.7,70.2,3.33,59.9,34.7,540.2,0.797,1,1,0,1,0,Water,0,1,0,0,0,107000,44000,0,0.0,0.0,0.0
POL123-2025,LOC123,2025,Drylands,Food Processing,0.943,15240000,5330000,40000,2,47100,33.5,62.8,3.11,59.5,30.4,553.6,0.742,0,1,0,0,0,None,0,1,0,0,0,107000,44000,0,0.0,0.0,0.0
POL123-2026,LOC123,2026,Drylands,Food Processing,0.968,16070000,5620000,25000,3,47100,42.9,77.5,3.67,58.2,31.7,582.9,0.807,1,1,0,0,0,None,0,1,0,0,0,107000,44000,0,0.0,0.0,0.0
POL124-2024,LOC124,2024,Drylands,Food Processing,0.693,10080000,2520000,25000,2,19600,35.5,68.5,3.72,56.9,29.1,587.5,0.505,1,1,1,0,0,Air,0,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL124-2025,LOC124,2025,Drylands,Food Processing,0.879,10580000,3700000,25000,2,27500,35.6,77.5,5.46,55.1,34.1,573.1,0.49,1,1,1,0,0,Air,1,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL124-2026,LOC124,2026,Drylands,Food Processing,0.712,11190000,2800000,40000,1,23300,43.4,62.1,4.15,56.9,33.0,341.5,0.711,1,1,1,0,0,Air,0,1,1,0,0,0,41000,0,0.0,0.0,0.0
POL125-2024,LOC125,2024,Drylands,Manufacturing,1.0,28170000,9860000,40000,1,86900,34.8,69.5,4.75,61.7,33.3,528.6,0.723,0,0,0,0,0,None,0,1,0,0,0,133000,58000,0,0.0,0.0,0.0
POL125-2025,LOC125,2025,Drylands,Manufacturing,0.8,28260000,9890000,40000,2,63400,47.8,86.4,3.95,62.8,32.7,671.2,0.743,1,0,1,0,0,Air,1,1,0,0,0,133000,58000,0,0.0,0.0,0.0
POL125-2026,LOC125,2026,Drylands,Manufacturing,1.0,28590000,7150000,40000,1,81600,33.5,74.0,5.41,69.1,33.4,664.6,0.703,1,1,0,1,0,Water,1,1,0,0,0,133000,58000,0,0.0,0.0,0.0
POL126-2024,LOC126,2024,Coastview,Manufacturing,0.981,19840000,9920000,80000,2,50200,27.6,53.7,3.95,66.3,26.2,1447.9,0.209,0,0,0,0,0,None,0,1,1,0,0,0,52000,0,0.0,0.0,0.0
POL126-2025,LOC126,2025,Coastview,Manufacturing,0.942,20450000,10220000,60000,1,47800,27.4,53.8,4.35,56.8,25.7,1496.7,0.186,0,1,0,1,0,Water,1,1,1,0,0,0,52000,0,0.0,0.0,0.0
POL126-2026,LOC126,2026,Coastview,Manufacturing,0.934,21920000,5480000,60000,2,52400,29.2,47.6,5.5,61.8,24.9,1540.8,0.121,0,1,0,0,0,None,0,1,1,0,0,0,52000,0,0.0,0.0,0.0
POL127-2024,LOC127,2024,Coastview,Hospital,0.909,28080000,14040000,75000,2,72600,33.8,33.2,4.33,69.2,24.3,1438.6,0.118,0,0,0,0,0,None,0,1,1,0,0,0,59000,0,0.0,0.0,0.0
POL127-2025,LOC127,2025,Coastview,Hospital,0.838,28730000,7180000,100000,1,70200,29.6,54.3,4.59,63.0,25.5,1694.7,0.035,0,0,0,0,0,None,0,1,1,0,0,0,59000,0,0.0,0.0,0.0
POL127-2026,LOC127,2026,Coastview,Hospital,0.941,29560000,10350000,75000,1,85000,25.6,58.5,4.76,69.6,33.2,1469.1,0.208,0,0,0,0,0,None,0,1,1,0,0,0,59000,0,0.0,0.0,0.0
POL128-2024,LOC128,2024,Central Metro,Food Processing,0.888,10360000,5180000,25000,2,26900,49.4,70.8,3.11,62.8,26.6,756.1,0.333,1,0,0,0,0,None,0,1,1,0,0,0,40000,0,0.0,0.0,0.0
POL128-2025,LOC128,2025,Central Metro,Food Processing,0.709,10890000,3810000,60000,2,22200,48.8,77.4,2.68,61.9,28.7,785.6,0.582,1,0,1,0,0,Air,1,1,1,0,0,0,40000,0,0.0,0.0,0.0
POL128-2026,LOC128,2026,Central Metro,Food Processing,0.879,11100000,3880000,40000,2,28500,45.1,85.7,4.95,64.3,29.0,658.7,0.495,1,0,0,0,0,None,0,1,1,0,0,0,40000,0,0.0,0.0,0.0
POL129-2024,LOC129,2024,Central Metro,Food Processing,0.694,12630000,4420000,40000,3,28000,45.7,81.2,2.47,65.4,30.0,902.3,0.528,1,0,1,0,0,Air,0,0,0,1,79000,93000,0,0,0.0,0.0,0.0
POL129-2025,LOC129,2025,Central Metro,Food Processing,0.736,12710000,4450000,60000,3,30300,49.7,79.9,3.87,75.5,29.1,889.8,0.395,1,0,0,0,0,None,0,0,0,1,79000,93000,0,0,0.0,0.0,0.0
POL129-2026,LOC129,2026,Central Metro,Food Processing,0.971,13720000,4800000,40000,1,39800,45.9,62.0,5.32,64.7,25.4,712.0,0.38,1,1,0,1,0,Water,1,0,0,1,79000,93000,0,0,0.0,0.0,0.0
POL130-2024,LOC130,2024,Riverbend,Hospital,0.738,37790000,18900000,75000,1,96900,31.2,49.7,5.27,67.5,25.3,1346.9,0.02,0,1,0,0,0,None,0,0,0,1,134000,164000,0,0,0.0,0.0,0.0
POL130-2025,LOC130,2025,Riverbend,Hospital,0.817,39220000,9800000,75000,1,99500,34.4,56.8,6.27,59.4,23.8,1089.4,0.252,0,1,0,1,0,Water,0,0,0,1,134000,164000,0,0,0.0,0.0,0.0
POL130-2026,LOC130,2026,Riverbend,Hospital,1.0,41920000,14670000,75000,1,132600,27.2,61.6,3.84,62.0,24.1,1240.9,0.07,0,0,0,0,0,None,0,0,0,1,134000,164000,0,0,0.0,0.0,0.0
POL131-2024,LOC131,2024,Coastview,Food Processing,0.691,9030000,2260000,25000,1,19200,24.6,43.1,2.53,77.6,30.5,1619.9,0.178,0,0,0,0,0,None,0,1,0,0,0,91000,42000,0,0.0,0.0,0.0
POL131-2025,LOC131,2025,Coastview,Food Processing,0.775,9420000,4710000,40000,2,21400,24.6,58.4,4.57,73.8,30.2,1545.3,0.02,0,0,0,0,0,None,0,1,0,0,0,91000,42000,0,0.0,0.0,0.0
POL131-2026,LOC131,2026,Coastview,Food Processing,0.943,9800000,3430000,25000,2,25600,28.0,52.2,6.84,60.5,29.3,1524.1,0.02,0,1,0,0,0,None,0,1,0,0,0,91000,42000,0,0.0,0.0,0.0
POL132-2024,LOC132,2024,Central Metro,Manufacturing,0.974,22410000,7840000,80000,2,66900,51.6,71.3,3.75,68.2,25.9,572.6,0.291,1,0,1,0,0,Air,0,1,0,0,0,118000,52000,1,41107.1,41107.1,0.0
POL132-2025,LOC132,2025,Central Metro,Manufacturing,0.71,24140000,12070000,60000,2,47300,39.4,80.4,2.8,66.2,27.3,684.2,0.429,1,0,1,0,0,Air,1,1,0,0,0,118000,52000,0,0.0,0.0,0.0
POL132-2026,LOC132,2026,Central Metro,Manufacturing,0.832,23880000,5970000,80000,1,55300,48.7,87.3,4.26,62.2,25.2,854.1,0.365,1,0,0,0,0,None,0,1,0,0,0,118000,52000,0,0.0,0.0,0.0
POL133-2024,LOC133,2024,Drylands,Manufacturing,0.926,22920000,8020000,60000,1,57700,39.6,70.2,5.09,64.8,32.8,475.8,0.703,1,1,1,0,0,Air,1,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL133-2025,LOC133,2025,Drylands,Manufacturing,0.719,23940000,8380000,40000,2,48300,39.6,75.9,2.27,65.4,30.4,345.5,0.745,1,0,0,0,0,None,0,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL133-2026,LOC133,2026,Drylands,Manufacturing,0.707,25130000,6280000,80000,3,52100,43.4,70.6,3.97,72.2,32.3,608.7,0.7,1,0,0,0,0,None,0,1,0,1,0,122000,0,0,0.0,0.0,0.0
POL134-2024,LOC134,2024,Coastview,Food Processing,0.828,21940000,5480000,40000,2,53500,13.8,61.8,5.04,71.4,25.4,1657.6,0.12,0,1,0,0,0,None,0,0,0,1,100000,128000,0,0,0.0,0.0,0.0
POL134-2025,LOC134,2025,Coastview,Food Processing,0.765,24100000,8440000,60000,1,55100,26.8,51.5,4.58,46.8,31.9,1476.8,0.1,0,1,0,0,0,None,0,0,0,1,100000,128000,0,0,0.0,0.0,0.0
POL134-2026,LOC134,2026,Coastview,Food Processing,0.697,23800000,8330000,40000,3,47500,27.3,55.5,3.66,71.1,28.7,1398.7,0.243,0,0,0,0,0,None,0,0,0,1,100000,128000,0,0,0.0,0.0,0.0
POL135-2024,LOC135,2024,Central Metro,Hospital,1.0,28230000,7060000,100000,2,85100,43.9,71.3,3.45,69.0,29.4,678.6,0.276,1,0,1,0,0,Air,0,1,1,0,0,0,62000,0,0.0,0.0,0.0
POL135-2025,LOC135,2025,Central Metro,Hospital,1.0,29250000,10240000,75000,2,86400,55.1,66.9,1.29,64.2,31.6,841.1,0.375,1,0,0,0,0,None,0,1,1,0,0,0,62000,0,0.0,0.0,0.0
POL135-2026,LOC135,2026,Central Metro,Hospital,0.792,29440000,10300000,75000,2,74800,35.2,79.8,3.99,69.9,27.7,739.0,0.385,1,0,1,0,0,Air,1,1,1,0,0,0,62000,0,0.0,0.0,0.0
POL136-2024,LOC136,2024,Northgate,Hospital,0.737,18470000,9240000,75000,2,43600,39.5,68.7,3.24,79.2,22.2,997.4,0.136,1,0,0,0,0,None,0,0,0,0,92000,106000,52000,0,0.0,0.0,0.0
POL136-2025,LOC136,2025,Northgate,Hospital,0.824,19440000,4860000,75000,2,50000,33.2,60.1,3.42,87.4,23.0,1037.3,0.281,0,0,0,0,0,None,0,0,0,0,92000,106000,52000,0,0.0,0.0,0.0
POL136-2026,LOC136,2026,Northgate,Hospital,0.941,19480000,4870000,75000,1,63400,27.5,72.4,3.72,72.5,23.8,904.0,0.338,1,0,0,0,0,None,0,0,0,0,92000,106000,52000,0,0.0,0.0,0.0
POL137-2024,LOC137,2024,Central Metro,Manufacturing,0.706,43370000,15180000,40000,1,89000,46.0,68.2,2.04,69.5,22.2,859.7,0.241,1,0,0,0,0,None,0,0,0,1,139000,173000,0,0,0.0,0.0,0.0
POL137-2025,LOC137,2025,Central Metro,Manufacturing,0.842,45350000,22680000,80000,1,115600,44.5,73.2,1.45,63.0,27.5,869.9,0.41,1,0,1,0,0,Air,1,0,0,1,139000,173000,0,0,0.0,0.0,0.0
POL137-2026,LOC137,2026,Central Metro,Manufacturing,1.0,45670000,11420000,60000,3,126900,44.5,79.4,3.97,62.0,29.7,859.5,0.36,1,0,1,0,0,Air,1,0,0,1,139000,173000,0,0,0.0,0.0,0.0
POL138-2024,LOC138,2024,Central Metro,Manufacturing,1.0,27360000,13680000,80000,3,87600,53.4,66.3,2.5,68.3,24.3,810.7,0.384,1,0,1,0,0,Air,1,0,0,0,103000,138000,62000,0,0.0,0.0,0.0
POL138-2025,LOC138,2025,Central Metro,Manufacturing,0.966,28990000,14500000,40000,2,87200,51.0,79.9,1.31,68.6,25.0,778.1,0.327,1,0,1,0,0,Air,1,0,0,0,103000,138000,62000,0,0.0,0.0,0.0
POL138-2026,LOC138,2026,Central Metro,Manufacturing,0.814,30820000,7700000,60000,2,81400,49.8,66.4,3.03,61.8,24.3,812.4,0.45,1,0,0,0,0,None,0,0,0,0,103000,138000,62000,0,0.0,0.0,0.0
POL139-2024,LOC139,2024,Drylands,Food Processing,0.872,9180000,2300000,40000,1,25900,38.3,86.0,5.28,62.9,31.1,427.5,0.655,1,1,1,0,0,Air,1,0,1,0,78000,0,41000,1,147373.51,147373.51,107373.51
POL139-2025,LOC139,2025,Drylands,Food Processing,0.93,9350000,3270000,40000,1,27200,37.1,64.3,5.07,58.3,29.9,451.5,0.806,1,1,0,0,0,None,0,0,1,0,78000,0,41000,0,0.0,0.0,0.0
POL139-2026,LOC139,2026,Drylands,Food Processing,0.929,9820000,3440000,25000,1,27500,43.0,68.1,5.03,50.5,34.6,542.2,0.72,1,1,1,1,1,Compound,1,0,1,0,78000,0,41000,0,0.0,0.0,0.0
POL140-2024,LOC140,2024,Northgate,Hospital,0.936,16140000,8070000,100000,1,44300,30.3,53.3,2.93,87.2,22.3,925.5,0.107,0,0,0,0,0,None,0,1,1,0,0,0,47000,0,0.0,0.0,0.0
POL140-2025,LOC140,2025,Northgate,Hospital,0.972,17440000,6100000,75000,3,49300,23.7,61.1,2.94,77.6,24.3,799.8,0.247,0,0,0,0,0,None,0,1,1,0,0,0,47000,0,0.0,0.0,0.0
POL140-2026,LOC140,2026,Northgate,Hospital,0.967,17580000,4400000,75000,2,47700,23.3,59.8,3.92,68.0,22.0,678.9,0.258,0,0,0,0,0,None,0,1,1,0,0,0,47000,0,0.0,0.0,0.0
POL141-2024,LOC141,2024,Drylands,Manufacturing,0.855,20380000,5100000,80000,2,55300,43.9,63.6,3.92,54.9,29.9,504.0,0.474,1,1,1,1,1,Compound,0,0,0,1,89000,115000,0,2,186250.21,186250.21,26250.21
POL141-2025,LOC141,2025,Drylands,Manufacturing,0.889,21130000,7400000,40000,2,55300,43.8,79.0,4.14,68.5,34.6,470.3,0.685,1,0,0,0,0,None,0,0,0,1,89000,115000,0,0,0.0,0.0,0.0
POL141-2026,LOC141,2026,Drylands,Manufacturing,0.765,21570000,7550000,60000,2,48300,35.9,72.5,2.55,52.2,32.1,589.4,0.709,1,1,0,0,0,None,0,0,0,1,89000,115000,0,0,0.0,0.0,0.0
POL142-2024,LOC142,2024,Central Metro,Food Processing,0.889,12410000,3100000,40000,1,35600,36.8,68.3,2.5,67.8,27.4,740.9,0.157,1,0,0,0,0,None,0,0,1,0,83000,0,47000,0,0.0,0.0,0.0
POL142-2025,LOC142,2025,Central Metro,Food Processing,0.89,12140000,6070000,40000,2,35000,48.0,71.1,2.46,63.2,26.9,902.3,0.557,1,0,0,0,0,None,0,0,1,0,83000,0,47000,0,0.0,0.0,0.0
POL142-2026,LOC142,2026,Central Metro,Food Processing,0.752,13140000,4600000,40000,2,32100,45.1,68.7,4.22,63.0,28.8,955.6,0.343,1,0,0,0,0,None,0,0,1,0,83000,0,47000,0,0.0,0.0,0.0
POL143-2024,LOC143,2024,Coastview,Manufacturing,0.885,47030000,11760000,60000,1,105700,12.2,53.6,6.16,73.2,27.8,1659.5,0.086,0,1,0,0,0,None,0,0,1,1,145000,0,0,0,0.0,0.0,0.0
POL143-2025,LOC143,2025,Coastview,Manufacturing,0.941,48060000,12020000,40000,3,122800,20.6,51.6,2.62,58.0,33.0,1720.6,0.083,0,1,0,0,0,None,0,0,1,1,145000,0,0,0,0.0,0.0,0.0
POL143-2026,LOC143,2026,Coastview,Manufacturing,0.811,47870000,16750000,40000,1,97800,32.0,58.2,5.58,66.9,27.7,1364.0,0.258,0,1,0,0,0,None,0,0,1,1,145000,0,0,0,0.0,0.0,0.0
POL144-2024,LOC144,2024,Northgate,Manufacturing,0.918,8530000,2990000,60000,2,21300,29.7,56.9,4.77,76.5,23.9,806.0,0.271,0,0,0,0,0,None,0,0,0,0,75000,92000,38000,0,0.0,0.0,0.0
POL144-2025,LOC144,2025,Northgate,Manufacturing,0.718,8930000,3130000,60000,3,19300,29.9,65.8,1.19,82.2,21.4,785.5,0.163,0,0,0,0,0,None,0,0,0,0,75000,92000,38000,0,0.0,0.0,0.0
POL144-2026,LOC144,2026,Northgate,Manufacturing,0.967,9250000,2310000,40000,1,25300,29.7,59.3,3.39,63.5,23.0,795.8,0.428,0,0,0,0,0,None,0,0,0,0,75000,92000,38000,0,0.0,0.0,0.0
POL145-2024,LOC145,2024,Coastview,Hospital,0.994,28590000,14300000,75000,2,87800,31.0,45.8,3.48,49.5,24.6,1362.2,0.059,0,1,0,1,0,Water,1,0,0,1,104000,132000,0,0,0.0,0.0,0.0
POL145-2025,LOC145,2025,Coastview,Hospital,0.943,28720000,10050000,50000,1,85100,28.3,54.5,4.92,65.7,29.0,1649.6,0.259,0,0,0,0,0,None,0,0,0,1,104000,132000,0,0,0.0,0.0,0.0
POL145-2026,LOC145,2026,Coastview,Hospital,0.718,29950000,7490000,50000,3,71600,21.6,55.1,5.11,63.3,29.4,1662.0,0.169,0,1,0,1,0,Water,1,0,0,1,104000,132000,0,0,0.0,0.0,0.0
POL146-2024,LOC146,2024,Central Metro,Food Processing,0.927,8440000,4220000,40000,1,21100,52.7,68.9,3.93,67.5,25.3,736.0,0.381,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL146-2025,LOC146,2025,Central Metro,Food Processing,0.982,8990000,3150000,25000,2,23400,44.9,78.9,3.9,67.9,28.1,661.4,0.357,1,0,0,0,0,None,0,1,1,1,0,0,0,0,0.0,0.0,0.0
POL146-2026,LOC146,2026,Central Metro,Food Processing,0.716,8900000,2220000,40000,2,17600,47.1,83.0,4.15,70.0,23.6,837.7,0.42,1,0,1,0,0,Air,1,1,1,1,0,0,0,1,106068.59,106068.59,66068.59
POL147-2024,LOC147,2024,Drylands,Food Processing,0.986,10460000,5230000,40000,2,30000,37.1,78.0,4.24,63.5,32.1,765.5,0.672,1,0,1,0,0,Air,0,1,1,0,0,0,43000,0,0.0,0.0,0.0
POL147-2025,LOC147,2025,Drylands,Food Processing,0.766,10770000,2690000,40000,1,23600,39.8,66.5,4.51,64.6,34.5,518.9,0.769,1,0,0,0,0,None,0,1,1,0,0,0,43000,0,0.0,0.0,0.0
POL147-2026,LOC147,2026,Drylands,Food Processing,0.91,11320000,5660000,60000,1,31600,40.9,76.0,4.02,46.9,28.4,518.0,0.731,1,1,0,0,0,None,0,1,1,0,0,0,43000,0,0.0,0.0,0.0
POL148-2024,LOC148,2024,Central Metro,Manufacturing,0.846,26310000,6580000,40000,1,57900,44.0,75.2,2.37,66.0,26.0,669.5,0.247,1,0,0,0,0,None,0,1,1,0,0,0,54000,0,0.0,0.0,0.0
POL148-2025,LOC148,2025,Central Metro,Manufacturing,0.911,26990000,13500000,80000,1,64200,39.4,82.6,2.16,68.8,28.8,724.8,0.441,1,0,0,0,0,None,0,1,1,0,0,0,54000,0,0.0,0.0,0.0
POL148-2026,LOC148,2026,Central Metro,Manufacturing,0.754,28030000,9810000,40000,3,55100,50.2,64.7,4.3,55.6,28.6,782.3,0.278,1,1,1,0,0,Air,1,1,1,0,0,0,54000,1,133368.77,133368.77,93368.77
POL149-2024,LOC149,2024,Northgate,Manufacturing,1.0,19600000,9800000,80000,1,53000,31.3,66.2,5.29,78.0,19.6,862.6,0.328,0,1,0,0,0,None,0,1,0,1,0,111000,0,0,0.0,0.0,0.0
POL149-2025,LOC149,2025,Northgate,Manufacturing,0.978,19680000,6890000,80000,1,49800,34.9,66.0,0.92,66.0,19.5,1017.9,0.161,0,0,0,0,0,None,0,1,0,1,0,111000,0,0,0.0,0.0,0.0
POL149-2026,LOC149,2026,Northgate,Manufacturing,0.813,21210000,7420000,60000,2,45600,31.1,51.3,1.79,72.0,24.2,971.4,0.422,0,0,0,0,0,None,0,1,0,1,0,111000,0,0,0.0,0.0,0.0
POL150-2024,LOC150,2024,Central Metro,Manufacturing,0.96,19900000,4980000,60000,2,54200,43.9,75.6,2.49,64.1,28.7,852.5,0.394,1,0,0,0,0,None,0,1,0,0,0,113000,49000,0,0.0,0.0,0.0
POL150-2025,LOC150,2025,Central Metro,Manufacturing,0.903,20590000,5150000,60000,2,55600,46.3,79.8,3.36,71.1,22.7,822.7,0.319,1,0,0,0,0,None,0,1,0,0,0,113000,49000,0,0.0,0.0,0.0
POL150-2026,LOC150,2026,Central Metro,Manufacturing,0.984,21300000,7450000,40000,2,61200,49.9,72.2,3.88,66.6,26.1,772.4,0.413,1,0,0,0,0,None,0,1,0,0,0,113000,49000,0,0.0,0.0,0.0
POL151-2024,LOC151,2024,Coastview,Food Processing,0.866,14870000,3720000,60000,2,42400,21.7,52.9,4.94,64.9,24.2,1492.6,0.041,0,0,0,0,0,None,0,0,0,0,86000,108000,48000,0,0.0,0.0,0.0
POL151-2025,LOC151,2025,Coastview,Food Processing,0.735,15040000,7520000,40000,1,35300,21.6,64.7,4.57,66.2,28.4,1730.0,0.132,0,0,0,0,0,None,0,0,0,0,86000,108000,48000,0,0.0,0.0,0.0
POL151-2026,LOC151,2026,Coastview,Food Processing,0.912,15880000,3970000,25000,2,47500,27.0,58.7,4.22,57.6,34.2,1678.6,0.241,0,1,0,0,0,None,0,0,0,0,86000,108000,48000,0,0.0,0.0,0.0
POL152-2024,LOC152,2024,Drylands,Manufacturing,0.834,35350000,12370000,60000,1,89400,38.5,74.4,4.04,62.9,30.2,453.9,0.515,1,0,0,0,0,None,0,0,0,0,118000,148000,62000,0,0.0,0.0,0.0
POL152-2025,LOC152,2025,Drylands,Manufacturing,0.797,35800000,12530000,40000,2,90800,41.5,75.1,3.83,60.5,35.9,375.4,0.91,1,0,0,0,0,None,0,0,0,0,118000,148000,62000,0,0.0,0.0,0.0
POL152-2026,LOC152,2026,Drylands,Manufacturing,0.895,36670000,12830000,40000,1,99500,43.1,85.0,4.55,68.8,30.2,593.1,0.72,1,0,1,0,0,Air,1,0,0,0,118000,148000,62000,1,288370.58,288370.58,248370.58
POL153-2024,LOC153,2024,Northgate,Food Processing,0.835,9830000,2460000,40000,2,21600,31.2,71.6,2.55,78.9,24.5,914.1,0.186,1,0,0,0,0,None,0,1,0,1,0,95000,0,0,0.0,0.0,0.0
POL153-2025,LOC153,2025,Northgate,Food Processing,0.848,10470000,5240000,60000,1,24700,33.2,56.6,0.89,76.5,21.2,832.7,0.133,0,0,0,0,0,None,0,1,0,1,0,95000,0,0,0.0,0.0,0.0
POL153-2026,LOC153,2026,Northgate,Food Processing,1.0,10790000,3780000,40000,2,29100,38.3,69.4,2.56,80.1,26.3,946.3,0.254,1,0,0,0,0,None,0,1,0,1,0,95000,0,0,0.0,0.0,0.0
POL154-2024,LOC154,2024,Northgate,Manufacturing,0.775,20010000,7000000,60000,3,40200,28.1,59.8,3.8,79.4,27.6,1243.3,0.258,0,0,0,0,0,None,0,1,0,1,0,110000,0,0,0.0,0.0,0.0
POL154-2025,LOC154,2025,Northgate,Manufacturing,0.944,20760000,7270000,80000,1,48200,41.2,66.2,2.28,75.5,24.3,941.7,0.189,1,0,0,0,0,None,0,1,0,1,0,110000,0,0,0.0,0.0,0.0
POL154-2026,LOC154,2026,Northgate,Manufacturing,0.85,21300000,7450000,60000,2,45200,28.7,63.5,2.12,72.4,20.6,972.5,0.278,0,0,0,0,0,None,0,1,0,1,0,110000,0,0,0.0,0.0,0.0
POL155-2024,LOC155,2024,Central Metro,Food Processing,0.837,14310000,5010000,25000,3,35000,37.6,68.3,2.46,63.6,27.4,965.9,0.274,1,0,0,0,0,None,0,1,1,0,0,0,48000,0,0.0,0.0,0.0
